date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:22:28	746185/746185	---M--	200	added ('OK')	image/jpeg	etag:%22b8fd95ecd955d91:0%22	https://lactalis.com.br/wp-content/uploads/2023/03/MicrosoftTeams-image-75-scaled.jpg	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2023/03/MicrosoftTeams-image-75-scaled.jpg	(from https://lactalis.com.br/pt/)
02:22:28	50550/50550	---M--	200	added ('OK')	image/jpeg	etag:%220baeb7770b9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/produtor.jpg	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/produtor.jpg	(from https://lactalis.com.br/pt/)
02:22:28	124281/124281	---M--	200	added ('OK')	image/png	etag:%2205c1bc56fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_ok.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_ok.png	(from https://lactalis.com.br/pt/)
02:22:29	218081/218081	---M--	200	added ('OK')	image/png	etag:%220d0947d6fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_canudinho.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_canudinho.png	(from https://lactalis.com.br/pt/)
02:22:29	221836/221836	---M--	200	added ('OK')	image/png	etag:%220d0947d6fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_foundue.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_foundue.png	(from https://lactalis.com.br/pt/)
02:22:30	154830/154830	---M--	200	added ('OK')	image/png	etag:%220a2dee86fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_camembert.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_camembert.png	(from https://lactalis.com.br/pt/)
02:22:30	179883/179883	---M--	200	added ('OK')	image/png	etag:%22074285470b9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_emmental.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_emmental.png	(from https://lactalis.com.br/pt/)
02:22:30	213543/213543	---M--	200	added ('OK')	image/png	etag:%2205c1bc56fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_risoto.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/foto_receitas_risoto.png	(from https://lactalis.com.br/pt/)
02:22:31	28394/28394	---M--	200	added ('OK')	image/jpeg	etag:%220a0ff4d18d8d41:0%22	https://lactalis.com.br/wp-content/uploads/2019/01/President_Professional-e1552304407207.jpg	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2019/01/President_Professional-e1552304407207.jpg	(from https://lactalis.com.br/pt/)
02:22:31	2431161/2431161	---M--	200	added ('OK')	image/png	etag:%220fe4a126fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/11/Pre%cc%81sident.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/11/Pre%cc%81sident.png	(from https://lactalis.com.br/pt/)
02:22:31	8925/8925	---M--	200	added ('OK')	image/png	etag:%22061f3af1c9d41:0%22	https://lactalis.com.br/wp-content/uploads/2019/01/parmalat_logo-e1550748349226.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2019/01/parmalat_logo-e1550748349226.png	(from https://lactalis.com.br/pt/)
02:22:32	14987/14987	---M--	200	added ('OK')	image/png	etag:%220b887ee6eb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/11/Elege%cc%82.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/11/Elege%cc%82.png	(from https://lactalis.com.br/pt/)
02:22:32	14347/14347	---M--	200	added ('OK')	image/png	etag:%220fe4a126fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/11/Batavo.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/11/Batavo.png	(from https://lactalis.com.br/pt/)
02:22:32	22284/22284	---M--	200	added ('OK')	image/jpeg	etag:%220437a424cad51:0%22	https://lactalis.com.br/wp-content/uploads/2020/01/itambe%cc%81-logo.jpg	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2020/01/itambe%cc%81-logo.jpg	(from https://lactalis.com.br/pt/)
02:22:33	28269/28269	---M--	200	added ('OK')	image/png	etag:%2206963fd5dd61:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/Cotoches-agora-vai.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/Cotoches-agora-vai.png	(from https://lactalis.com.br/pt/)
02:22:33	23348/23348	---M--	200	added ('OK')	image/png	etag:%2201658a16fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/Boa-nata.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/Boa-nata.png	(from https://lactalis.com.br/pt/)
02:22:34	30799/30799	---M--	200	added ('OK')	image/png	etag:%2209ed1ddccdd61:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/Galbani-teste.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/Galbani-teste.png	(from https://lactalis.com.br/pt/)
02:22:34	18765/18765	---M--	200	added ('OK')	image/png	etag:%2201658a16fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/Poc%cc%a7os-de-calda.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/Poc%cc%a7os-de-calda.png	(from https://lactalis.com.br/pt/)
02:22:34	20822/20822	---M--	200	added ('OK')	image/png	etag:%220a2dee86fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/Santa-Rosa.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/Santa-Rosa.png	(from https://lactalis.com.br/pt/)
02:22:35	17201/17201	---M--	200	added ('OK')	image/png	etag:%220d0947d6fb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2018/12/DoBon.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2018/12/DoBon.png	(from https://lactalis.com.br/pt/)
02:22:35	16993/16993	---M--	200	added ('OK')	image/png	etag:%220b887ee6eb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2019/01/logo_societe_lactalis.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2019/01/logo_societe_lactalis.png	(from https://lactalis.com.br/pt/)
02:23:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Apr%202023%2005:23:17%20GMT	https://lactalis.com.br/pt/nossas-marcas	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/pt/nossas-marcas.31.delayed	(from https://lactalis.com.br/pt/)
02:23:19	45339/45339	---M--	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2005:23:17%20GMT	https://lactalis.com.br/pt/nossas-marcas/	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/pt/nossas-marcas/index.html	(from https://lactalis.com.br/pt/)
02:23:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Apr%202023%2005:23:17%20GMT	https://lactalis.com.br/pt/produtor-lactalis	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/pt/produtor-lactalis.32.delayed	(from https://lactalis.com.br/pt/)
02:23:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Apr%202023%2005:23:18%20GMT	https://lactalis.com.br/pt/noticias-lactalis	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/pt/noticias-lactalis.33.delayed	(from https://lactalis.com.br/pt/)
02:23:20	45964/45964	---M--	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2005:23:18%20GMT	https://lactalis.com.br/pt/produtor-lactalis/	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/pt/produtor-lactalis/index.html	(from https://lactalis.com.br/pt/)
02:23:20	493458/493458	---M--	200	added ('OK')	application/javascript	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/js/vendor.js	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/js/vendor.js	(from https://lactalis.com.br/pt/)
02:23:20	127782/127782	---M--	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202023%2005:23:19%20GMT	https://lactalis.com.br/pt/noticias-lactalis/	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/pt/noticias-lactalis/index.html	(from https://lactalis.com.br/pt/)
02:23:21	114220/114220	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e71-1be2c%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/1.20.2/TweenMax.min.js	C:/Meus%20Sites/fake%20lactalis/cdnjs.cloudflare.com/ajax/libs/gsap/1.20.2/TweenMax.min.js	(from https://lactalis.com.br/pt/)
02:23:21	8204/8204	---M--	200	added ('OK')	application/javascript	etag:%22030c9b971b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/js/jQuery-Mask-Plugin-master/dist/jquery.mask.min.js	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/js/jQuery-Mask-Plugin-master/dist/jquery.mask.min.js	(from https://lactalis.com.br/pt/)
02:23:22	15418/15418	---M--	200	added ('OK')	application/javascript	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/js/modernizr-2.6.2.min.js?ver=1.3	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/js/modernizr-2.6.2.min4e44.js	(from https://lactalis.com.br/pt/)
02:23:22	12720/12720	---M--	200	added ('OK')	application/javascript	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/js/add-to-homescreen.js?ver=1.3	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/js/add-to-homescreen4e44.js	(from https://lactalis.com.br/pt/)
02:23:22	4983/4983	---M--	200	added ('OK')	application/javascript	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/js/login.js?ver=0.0	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/js/login73ad.js	(from https://lactalis.com.br/pt/)
02:23:23	37195/37195	---M--	200	added ('OK')	application/javascript	etag:%22e0124955b1bed61:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/js/default.js?ver=0.0	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/js/default73ad.js	(from https://lactalis.com.br/pt/)
02:23:23	58536/58536	---M--	200	added ('OK')	application/javascript	etag:%22ee29e13f8eefd81:0%22	https://lactalis.com.br/wp-content/plugins/gdpr-cookie-compliance/dist/scripts/main.js?ver=4.9.1	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/plugins/gdpr-cookie-compliance/dist/scripts/main5859.js	(from https://lactalis.com.br/pt/)
02:23:24	3342/3342	---M--	200	added ('OK')	application/javascript	etag:%22a23f8c5734b9d61:0%22	https://lactalis.com.br/wp-includes/js/wp-embed.js?ver=5.4.1	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-includes/js/wp-embedc225.js	(from https://lactalis.com.br/pt/)
02:23:24	16617/16617	---M--	200	added ('OK')	image/png	etag:%22072c4ca6eb9d41:0%22	https://lactalis.com.br/wp-content/uploads/2019/01/logo_lactalis_brasil-300x100.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/uploads/2019/01/logo_lactalis_brasil-300x100.png	(from https://lactalis.com.br/pt/)
02:23:25	37790/37790	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Apr%202023%2005:23:23%20GMT	https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/owl.video.play.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/css/owl.video.play.3e.delayed	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/vendor.css?ver=5.4.1)
02:23:25	8219/8219	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/toplogo.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/toplogo.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:25	7133/7133	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/bottomlogo.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/bottomlogo.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:26	1032/1032	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/bright.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/bright.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:26	1020/1020	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/bleft.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/bleft.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:26	49575/49575	---M--	200	added ('OK')	image/png	etag:%22ba2ae7e59c3fd91:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/logo.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/logo.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:27	1026/1026	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/arrowdblue.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/arrowdblue.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:27	983/983	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/fra.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/fra.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:28	1054/1054	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/arrowdgr.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/arrowdgr.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
02:23:28	1687/1687	---M--	200	added ('OK')	image/png	etag:%22018bc2a71b9d41:0%22	https://lactalis.com.br/wp-content/themes/astrusweb/assets/images/bra.png	C:/Meus%20Sites/fake%20lactalis/lactalis.com.br/wp-content/themes/astrusweb/assets/images/bra.png	(from https://lactalis.com.br/wp-content/themes/astrusweb/assets/css/main.css?ver=5.4.1)
